company,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Race,Education
Amazon,61000,4,4,Male,Asian,Bachelor's Degree
Amazon,253000,3,0,Male,Hispanic,Bachelor's Degree
Apple,538000,5,5,Male,Asian,Bachelor's Degree
Microsoft,213000,13,5,Male,Asian,Master's Degree
Google,296000,12,4,Male,Asian,Bachelor's Degree
Amazon,253000,12,0,Male,Hispanic,Bachelor's Degree
Amazon,254000,2,0,Male,White,Bachelor's Degree
Facebook,200000,1,1,Female,Asian,Bachelor's Degree
Oracle,133000,6,6,Male,White,Bachelor's Degree
Google,1203000,21,0,Female,White,Master's Degree
Amazon,280000,4,0,Male,Asian,Bachelor's Degree
Apple,112000,3,0,Male,White,Master's Degree
Amazon,295000,7,0,Male,Asian,Master's Degree
Amazon,227000,7,0,Male,Asian,Master's Degree
Facebook,230000,6,0,Male,White,Bachelor's Degree
Amazon,157000,1,1,Male,Asian,Master's Degree
Apple,270000,11,0,Male,Asian,Bachelor's Degree
Apple,210000,2,0,Male,Asian,Master's Degree
Microsoft,180000,0,0,Male,Asian,Master's Degree
Microsoft,295000,16,11,Male,Asian,Master's Degree
Facebook,226000,4,0,Male,Asian,Master's Degree
Microsoft,458000,24,24,Male,White,Bachelor's Degree
Amazon,300000,10,2,Male,White,Master's Degree
Facebook,1185000,30,0,Male,White,Master's Degree
Google,356000,11,2,Male,Asian,Bachelor's Degree
Amazon,140000,10,1,Male,White,Some College
Amazon,184000,4,0,Male,Two Or More,Bachelor's Degree
Google,400000,10,0,Male,White,PhD
Google,304000,12,1,Male,Asian,PhD
Google,404000,17,8,Male,White,Bachelor's Degree
Google,248000,2,2,Male,White,PhD
Microsoft,177000,1,1,Male,White,Bachelor's Degree
Microsoft,152000,8,3,Female,White,Master's Degree
Facebook,228000,0,0,Male,Asian,Bachelor's Degree
Amazon,191000,8,2,Male,White,Master's Degree
Google,540000,12,10,Male,Asian,Master's Degree
Amazon,275000,5,0,Male,Two Or More,Master's Degree
Google,342000,25,4,Male,White,Master's Degree
Apple,268000,5,0,Female,Asian,Master's Degree
Amazon,280000,20,2,Male,White,Master's Degree
Amazon,244000,11,8,Male,Asian,Master's Degree
Apple,524000,17,8,Male,White,Master's Degree
Microsoft,165000,5,1,Male,Hispanic,Bachelor's Degree
Google,172000,1,1,Male,Two Or More,Bachelor's Degree
Apple,640000,9,4,Male,White,Master's Degree
Facebook,895000,14,5,Male,Asian,Bachelor's Degree
Amazon,112000,3,2,Male,White,Bachelor's Degree
Microsoft,122000,7,0,Male,White,Master's Degree
Facebook,385000,12,3,Male,White,Master's Degree
Microsoft,170000,1,0,Male,White,Bachelor's Degree
Amazon,161000,0,0,Male,White,Bachelor's Degree
Amazon,198000,13,1,Female,Black,Master's Degree
Microsoft,171000,0,0,Male,Asian,Bachelor's Degree
Amazon,200000,6,3,Male,Asian,Master's Degree
Microsoft,98000,1,1,Male,White,Master's Degree
Google,277000,9,2,Male,Asian,PhD
Microsoft,194000,5,5,Male,Asian,Master's Degree
Amazon,196000,1,0,Male,White,Master's Degree
Google,359000,10,4,Male,Asian,Bachelor's Degree
Amazon,182000,6,4,Male,White,Bachelor's Degree
Oracle,140000,16,2,Male,White,Bachelor's Degree
Facebook,385000,6,3,Male,White,Bachelor's Degree
Microsoft,210000,5,0,Male,White,Bachelor's Degree
Google,161000,1,0,Male,Black,Bachelor's Degree
Amazon,284000,4,4,Male,Asian,Bachelor's Degree
Facebook,550000,6,3,Female,Asian,Bachelor's Degree
Amazon,195000,4,0,Male,Asian,Master's Degree
Apple,160000,5,2,Female,Hispanic,PhD
Microsoft,166000,3,2,Male,Asian,Master's Degree
Oracle,180000,4,4,Male,Asian,Master's Degree
Google,315000,18,4,Male,White,Master's Degree
Apple,235000,3,3,Male,White,Master's Degree
Facebook,197000,3,0,Male,White,Bachelor's Degree
Microsoft,135000,1,1,Female,White,Bachelor's Degree
Facebook,116000,5,3,Male,White,Highschool
Microsoft,170000,2,2,Female,Two Or More,Bachelor's Degree
Microsoft,270000,20,15,Male,Asian,Bachelor's Degree
Amazon,240000,10,3,Female,White,Bachelor's Degree
Google,193000,1,1,Male,White,Bachelor's Degree
Microsoft,138000,3,1,Male,Hispanic,Bachelor's Degree
Amazon,318000,7,7,Male,Asian,Master's Degree
Amazon,263000,5,0,Male,Asian,Bachelor's Degree
Oracle,180000,25,11,Male,White,Bachelor's Degree
Google,139000,5,2,Female,Asian,Master's Degree
Apple,208000,5,1,Male,Asian,PhD
Microsoft,196000,5,5,Female,Asian,Bachelor's Degree
Google,376000,5,4,Male,Asian,PhD
Microsoft,165000,3,0,Male,White,Highschool
Microsoft,300000,9,9,Male,Asian,Master's Degree
Google,210000,2,0,Female,Asian,Bachelor's Degree
Microsoft,197000,15,9,Male,Asian,Master's Degree
Facebook,580000,8,2,Male,Asian,Master's Degree
Google,222000,20,1,Male,White,Master's Degree
Amazon,175000,2,1,Male,Asian,Master's Degree
Microsoft,396000,15,13,Male,Asian,Master's Degree
Microsoft,148000,3,3,Female,Hispanic,Bachelor's Degree
Microsoft,185000,15,9,Male,White,Bachelor's Degree
Google,223000,10,2,Male,White,Bachelor's Degree
Microsoft,204000,3,3,Male,Two Or More,Bachelor's Degree
Google,433000,15,14,Male,White,Bachelor's Degree
Apple,407000,4,3,Male,White,PhD
Oracle,150000,11,0,Male,Asian,Bachelor's Degree
Microsoft,305000,18,7,Male,Asian,Bachelor's Degree
Microsoft,240000,15,15,Male,Asian,Bachelor's Degree
Microsoft,46000,2,2,Male,Asian,Master's Degree
Amazon,168000,2,2,Male,White,Bachelor's Degree
Microsoft,310000,21,2,Male,White,Highschool
Amazon,200000,3,3,Male,White,Bachelor's Degree
Microsoft,139000,0,0,Female,White,Master's Degree
Facebook,393000,8,0,Male,Asian,Master's Degree
Amazon,200000,3,3,Female,Hispanic,Master's Degree
Amazon,182000,3,0,Male,Asian,Master's Degree
Microsoft,349000,20,17,Male,White,Highschool
Microsoft,153000,5,3,Male,Two Or More,Master's Degree
Microsoft,340000,13,13,Male,Asian,PhD
Amazon,286000,5,3,Female,Asian,Master's Degree
Apple,420000,16,5,Male,Asian,Bachelor's Degree
Microsoft,175000,4,2,Male,Asian,Master's Degree
Google,155000,3,3,Female,Black,Bachelor's Degree
Microsoft,203000,7,7,Male,White,Bachelor's Degree
Apple,330000,8,0,Male,Asian,Master's Degree
Microsoft,255000,10,2,Female,White,Bachelor's Degree
Microsoft,159000,2,2,Male,Asian,Master's Degree
Facebook,185000,7,0,Female,White,Bachelor's Degree
Microsoft,366000,14,5,Male,White,Bachelor's Degree
Facebook,233000,1,0,Male,Asian,Master's Degree
Amazon,78000,8,8,Female,Black,Master's Degree
Amazon,178000,8,1,Male,Asian,Master's Degree
Facebook,258000,2,2,Male,Asian,Bachelor's Degree
Facebook,300000,12,1,Male,White,Master's Degree
Apple,195000,5,2,Male,White,Bachelor's Degree
Microsoft,165000,3,1,Male,Asian,Bachelor's Degree
Amazon,225000,3,3,Female,Asian,Master's Degree
Oracle,205000,8,8,Male,Asian,Master's Degree
Microsoft,422000,12,12,Male,Asian,Bachelor's Degree
Amazon,157000,12,1,Male,White,Bachelor's Degree
Facebook,370000,7,0,Female,White,Master's Degree
Amazon,365000,20,3,Male,White,Bachelor's Degree
Microsoft,150000,3,2,Female,Asian,Bachelor's Degree
Google,150000,5,1,Male,Hispanic,Highschool
Microsoft,209000,5,5,Male,Asian,Master's Degree
Microsoft,201000,5,3,Female,Asian,Master's Degree
Microsoft,264000,11,3,Male,Asian,Bachelor's Degree
Google,256000,3,0,Male,White,Bachelor's Degree
Google,204000,3,0,Male,Hispanic,Bachelor's Degree
Facebook,221000,7,2,Male,Asian,Bachelor's Degree
Apple,600000,11,11,Male,White,Master's Degree
Amazon,187000,5,0,Female,White,Bachelor's Degree
Facebook,195000,1,1,Male,White,Bachelor's Degree
Microsoft,297000,7,7,Male,White,Bachelor's Degree
Amazon,152000,2,0,Male,Hispanic,Bachelor's Degree
Apple,335000,4,0,Male,Asian,Master's Degree
Google,420000,3,3,Male,Two Or More,Master's Degree
Google,246000,3,0,Male,Asian,Master's Degree
Amazon,204000,10,6,Male,Asian,Master's Degree
Microsoft,231000,25,14,Male,White,Master's Degree
Facebook,228000,3,3,Male,White,Bachelor's Degree
Amazon,202000,13,5,Male,Asian,Master's Degree
Amazon,217000,10,5,Male,Asian,Bachelor's Degree
Facebook,108000,1,0,Female,White,Bachelor's Degree
Microsoft,147000,3,2,Male,White,Bachelor's Degree
Microsoft,143000,5,1,Male,Hispanic,Bachelor's Degree
Microsoft,233000,9,7,Male,Asian,Master's Degree
Apple,369000,12,0,Male,White,Bachelor's Degree
Facebook,350000,7,0,Female,White,Master's Degree
Microsoft,214000,6,0,Male,White,Bachelor's Degree
Facebook,237000,9,0,Male,White,Bachelor's Degree
Amazon,259000,5,4,Male,Asian,Bachelor's Degree
Microsoft,202000,2,2,Female,White,Bachelor's Degree
Microsoft,90000,10,5,Male,Asian,Bachelor's Degree
Microsoft,161000,3,3,Female,White,Bachelor's Degree
Amazon,167000,14,2,Male,White,Some College
Amazon,257000,10,4,Female,White,Bachelor's Degree
Microsoft,495000,10,6,Male,White,Master's Degree
Microsoft,198000,5,5,Male,Asian,Bachelor's Degree
Microsoft,208000,4,4,Male,Asian,Master's Degree
Amazon,50000,2,0,Male,White,Master's Degree
Microsoft,167000,3,3,Male,White,Master's Degree
Microsoft,312000,19,1,Male,Asian,Master's Degree
Facebook,167000,1,1,Male,Hispanic,Bachelor's Degree
Microsoft,170000,0,0,Female,Asian,Bachelor's Degree
Microsoft,254000,12,5,Male,White,Master's Degree
Oracle,115000,10,2,Female,White,Bachelor's Degree
Microsoft,187000,2,2,Female,Hispanic,Bachelor's Degree
Microsoft,189000,0,0,Male,White,Bachelor's Degree
Oracle,170000,10,2,Female,White,Master's Degree
Google,245000,9,2,Female,Asian,Master's Degree
Oracle,173000,5,2,Female,White,Bachelor's Degree
Microsoft,177000,1,1,Female,Asian,Bachelor's Degree
Oracle,155000,4,2,Female,Two Or More,Bachelor's Degree
Microsoft,192000,3,3,Male,Asian,Master's Degree
Amazon,156000,1,1,Female,White,Bachelor's Degree
Amazon,184000,15,0,Female,Asian,Bachelor's Degree
Microsoft,187000,7,7,Male,White,Master's Degree
Apple,163000,5,1,Female,Hispanic,Bachelor's Degree
Amazon,303000,9,0,Male,Hispanic,Master's Degree
Amazon,203000,1,1,Male,White,Bachelor's Degree
Facebook,194000,0,0,Female,Black,Master's Degree
Microsoft,200000,3,3,Female,White,Bachelor's Degree
Amazon,275000,15,0,Male,White,Master's Degree
Oracle,195000,4,2,Female,Asian,Master's Degree
Microsoft,173000,5,2,Male,White,Bachelor's Degree
Microsoft,190000,0,0,Male,White,Bachelor's Degree
Microsoft,225000,4,4,Female,Asian,Bachelor's Degree
Microsoft,265000,20,1,Male,Asian,Master's Degree
Oracle,174000,4,2,Female,Asian,PhD
Microsoft,270000,22,17,Male,White,Master's Degree
Amazon,385000,20,8,Male,White,Bachelor's Degree
Microsoft,301000,14,14,Male,Hispanic,Master's Degree
Oracle,383000,3,3,Female,White,Bachelor's Degree
Amazon,153000,0,0,Female,Asian,Bachelor's Degree
Google,239000,4,0,Male,White,Master's Degree
Microsoft,300000,17,12,Male,Asian,Bachelor's Degree
Microsoft,359000,15,5,Male,White,Bachelor's Degree
Microsoft,320000,16,9,Male,Asian,Master's Degree
Amazon,387000,10,1,Male,Asian,Master's Degree
Google,323000,8,5,Male,Asian,PhD
Facebook,658000,6,0,Male,Asian,PhD
Amazon,135000,3,1,Female,Asian,Bachelor's Degree
Oracle,125000,10,2,Female,White,Bachelor's Degree
Facebook,538000,16,0,Male,White,Bachelor's Degree
Microsoft,229000,20,5,Male,White,Bachelor's Degree
Google,334000,6,4,Male,White,PhD
Microsoft,175000,6,3,Male,Asian,Master's Degree
Microsoft,166000,4,1,Male,White,Bachelor's Degree
Microsoft,175000,3,3,Male,Asian,Master's Degree
Amazon,157000,2,0,Male,Asian,Master's Degree
Amazon,165000,17,0,Female,Asian,Bachelor's Degree
Facebook,170000,1,0,Male,Asian,Bachelor's Degree
Apple,300000,6,6,Male,White,Master's Degree
Apple,285000,6,4,Female,White,Bachelor's Degree
Google,255000,6,0,Male,Asian,Bachelor's Degree
Google,378000,25,0,Male,White,Master's Degree
Amazon,550000,15,4,Male,Black,Master's Degree
Microsoft,42000,3,3,Female,Asian,Master's Degree
Oracle,319000,9,4,Female,White,Bachelor's Degree
Amazon,278000,7,5,Male,Asian,Master's Degree
Microsoft,70000,9,4,Male,Asian,Bachelor's Degree
Google,218000,4,4,Male,White,Master's Degree
Google,180000,3,2,Female,Asian,Bachelor's Degree
Microsoft,202000,4,4,Male,White,Master's Degree
Microsoft,201000,8,5,Male,Asian,Bachelor's Degree
Amazon,180000,4,2,Male,Asian,Master's Degree
Amazon,285000,10,7,Male,White,Bachelor's Degree
Facebook,276000,4,1,Male,White,Bachelor's Degree
Oracle,160000,25,20,Male,Asian,Master's Degree
Amazon,181000,4,0,Male,Asian,Master's Degree
Oracle,120000,4,2,Female,White,Master's Degree
Amazon,450000,20,0,Male,White,Master's Degree
Microsoft,201000,8,7,Male,White,Bachelor's Degree
Oracle,183000,15,3,Female,Hispanic,Bachelor's Degree
Amazon,350000,19,5,Male,Asian,Master's Degree
Facebook,178000,3,0,Male,Asian,Master's Degree
Google,460000,15,7,Male,Two Or More,Bachelor's Degree
Amazon,146000,2,1,Male,Asian,Master's Degree
Oracle,129000,10,10,Female,Asian,Master's Degree
Apple,145000,0,0,Male,Asian,Bachelor's Degree
Microsoft,199000,7,7,Male,Asian,Bachelor's Degree
Microsoft,225000,14,8,Male,Asian,Master's Degree
Microsoft,209000,8,4,Male,Asian,Master's Degree
Amazon,263000,7,7,Male,White,Bachelor's Degree
Microsoft,215000,9,1,Male,Asian,Bachelor's Degree
Google,282000,14,10,Male,White,Master's Degree
Apple,250000,7,0,Male,Asian,Bachelor's Degree
Amazon,210000,2,0,Male,White,Master's Degree
Microsoft,164000,3,3,Female,White,Bachelor's Degree
Microsoft,29000,2,2,Female,Asian,Master's Degree
Microsoft,208000,16,15,Male,Asian,Master's Degree
Amazon,177000,1,1,Male,Asian,Master's Degree
Google,220000,9,3,Male,White,Bachelor's Degree
Microsoft,180000,6,6,Male,Asian,Master's Degree
Microsoft,221000,15,2,Male,White,Bachelor's Degree
Google,129000,5,5,Male,Asian,Bachelor's Degree
Amazon,260000,20,1,Male,Asian,Bachelor's Degree
Facebook,672000,10,5,Male,White,Bachelor's Degree
Google,230000,4,2,Male,Asian,PhD
Amazon,90000,2,0,Female,Asian,Bachelor's Degree
Microsoft,212000,3,0,Male,Two Or More,Bachelor's Degree
Microsoft,174000,13,2,Male,Asian,Master's Degree
Amazon,250000,8,6,Male,Asian,Master's Degree
Oracle,180000,6,0,Male,Asian,Master's Degree
Oracle,175000,3,0,Male,Asian,Master's Degree
Amazon,134000,0,0,Female,Asian,Bachelor's Degree
Facebook,380000,14,0,Male,Asian,Master's Degree
Google,80000,10,0,Male,Asian,Master's Degree
Google,215000,10,3,Male,Asian,Master's Degree
Microsoft,95000,8,4,Male,White,Highschool
Amazon,157000,0,0,Male,Asian,Bachelor's Degree
Amazon,109000,6,1,Female,White,Bachelor's Degree
Facebook,411000,12,0,Male,Asian,Master's Degree
Microsoft,186000,7,1,Male,White,PhD
Amazon,297000,5,3,Male,White,Bachelor's Degree
Microsoft,173000,1,1,Male,Asian,Master's Degree
Microsoft,253000,5,5,Male,Asian,PhD
Facebook,650000,11,3,Male,White,Some College
Amazon,228000,17,0,Male,White,Master's Degree
Microsoft,175000,8,7,Male,White,Bachelor's Degree
Amazon,300000,11,1,Male,White,Bachelor's Degree
Google,195000,2,2,Male,Asian,Master's Degree
Amazon,154000,0,0,Male,Two Or More,Bachelor's Degree
Microsoft,27000,1,1,Male,Asian,Bachelor's Degree
Microsoft,198000,1,1,Male,Asian,Bachelor's Degree
Amazon,275000,20,0,Male,White,Highschool
Amazon,160000,4,0,Male,Asian,Bachelor's Degree
Microsoft,185000,4,0,Male,Asian,Master's Degree
Facebook,233000,2,2,Male,Asian,Master's Degree
Google,330000,13,7,Male,White,Master's Degree
Facebook,599000,12,1,Male,Hispanic,Highschool
Amazon,400000,12,1,Male,Asian,Bachelor's Degree
Google,153000,4,4,Female,Asian,Bachelor's Degree
Google,195000,1,1,Male,Hispanic,PhD
Google,125000,0,0,Female,Black,Bachelor's Degree
Microsoft,180000,6,2,Male,Asian,Master's Degree
Amazon,300000,10,4,Male,Asian,Master's Degree
Microsoft,175000,1,1,Male,Asian,Bachelor's Degree
Amazon,180000,5,1,Male,Asian,Bachelor's Degree
Amazon,112000,5,0,Male,White,Master's Degree
Google,289000,10,6,Male,White,Master's Degree
Google,220000,5,1,Male,Asian,Master's Degree
Facebook,193000,1,1,Male,Asian,Bachelor's Degree
Microsoft,257000,15,9,Male,Asian,Bachelor's Degree
Microsoft,227000,4,4,Female,Two Or More,Bachelor's Degree
Amazon,177000,3,0,Male,Asian,Master's Degree
Microsoft,121000,7,4,Male,Asian,Master's Degree
Microsoft,176000,3,3,Male,White,Bachelor's Degree
Google,280000,4,4,Male,Asian,Bachelor's Degree
Microsoft,210000,6,6,Male,Hispanic,Bachelor's Degree
Microsoft,326000,25,15,Male,White,PhD
Google,340000,20,2,Male,White,Bachelor's Degree
Microsoft,105000,2,2,Male,Black,Bachelor's Degree
Amazon,157000,0,0,Male,Asian,Bachelor's Degree
Amazon,280000,12,1,Male,Black,Highschool
Amazon,200000,15,2,Female,Hispanic,Bachelor's Degree
Amazon,144000,3,0,Male,Two Or More,Master's Degree
Facebook,240000,15,3,Male,White,Bachelor's Degree
Facebook,373000,8,0,Male,Asian,Master's Degree
Microsoft,180000,3,3,Male,Asian,Bachelor's Degree
Microsoft,100000,11,3,Male,Asian,Master's Degree
Amazon,160000,6,0,Male,White,Master's Degree
Google,306000,6,0,Male,Asian,Bachelor's Degree
Amazon,343000,6,0,Male,Asian,Bachelor's Degree
Facebook,349000,6,0,Male,Asian,Bachelor's Degree
Facebook,292000,3,1,Male,Asian,Master's Degree
Google,140000,5,0,Female,Asian,Master's Degree
Google,150000,4,0,Male,Asian,Bachelor's Degree
Amazon,180000,10,3,Female,White,Bachelor's Degree
Microsoft,35000,1,1,Female,Asian,Bachelor's Degree
Google,208000,7,5,Male,Asian,Bachelor's Degree
Amazon,242000,2,0,Male,Asian,Master's Degree
Microsoft,203000,12,0,Male,Hispanic,Master's Degree
Microsoft,178000,15,5,Male,Asian,Master's Degree
Google,179000,3,0,Male,Black,Bachelor's Degree
Microsoft,195000,9,2,Male,White,Master's Degree
Microsoft,344000,20,20,Male,Asian,Bachelor's Degree
Google,356000,15,6,Male,White,Master's Degree
Google,479000,8,7,Male,White,PhD
Microsoft,150000,1,1,Male,Asian,Bachelor's Degree
Apple,295000,15,0,Female,White,Master's Degree
Amazon,302000,13,3,Female,Asian,Master's Degree
Oracle,170000,15,4,Female,Asian,Master's Degree
Apple,151000,10,5,Male,White,Bachelor's Degree
Amazon,157000,1,0,Male,Asian,Bachelor's Degree
Amazon,220000,8,2,Male,White,Bachelor's Degree
Facebook,176000,1,1,Male,White,Master's Degree
Google,80000,4,4,Male,Two Or More,Bachelor's Degree
Amazon,23000,0,0,Male,Asian,Bachelor's Degree
Amazon,211000,5,5,Male,Asian,Bachelor's Degree
Microsoft,228000,15,7,Male,Hispanic,Bachelor's Degree
Google,365000,5,3,Male,Asian,Master's Degree
Microsoft,170000,5,2,Male,White,Bachelor's Degree
Apple,250000,19,3,Male,Asian,PhD
Google,298000,11,4,Male,Asian,Master's Degree
Amazon,187000,0,0,Male,Asian,Master's Degree
Amazon,30000,0,0,Male,Asian,Highschool
Amazon,130000,3,1,Female,White,Master's Degree
Amazon,227000,5,5,Male,Asian,Bachelor's Degree
Google,300000,18,0,Male,Asian,Master's Degree
Facebook,556000,13,7,Male,Asian,Bachelor's Degree
Microsoft,290000,9,4,Male,White,Master's Degree
Apple,180000,0,0,Male,Asian,Master's Degree
Apple,380000,17,5,Male,Asian,Bachelor's Degree
Amazon,280000,12,4,Male,Asian,Master's Degree
Microsoft,193000,25,10,Male,Asian,Master's Degree
Facebook,450000,10,3,Male,Asian,Bachelor's Degree
Google,265000,6,1,Male,Hispanic,Bachelor's Degree
Google,296000,10,3,Male,White,Bachelor's Degree
Microsoft,293000,16,8,Male,Asian,Master's Degree
Microsoft,330000,15,15,Male,Asian,Master's Degree
Apple,128000,8,1,Female,Asian,Bachelor's Degree
Amazon,223000,5,1,Male,White,Bachelor's Degree
Oracle,186000,0,0,Male,Asian,Master's Degree
Amazon,176000,5,1,Male,Two Or More,Master's Degree
Facebook,233000,0,0,Male,Asian,Bachelor's Degree
Google,199000,2,2,Male,Asian,Bachelor's Degree
Google,245000,10,3,Male,Asian,Master's Degree
Microsoft,161000,2,2,Female,White,Bachelor's Degree
Google,200000,0,0,Male,Asian,PhD
Amazon,213000,10,2,Male,Hispanic,Bachelor's Degree
Microsoft,265000,20,1,Male,White,Master's Degree
Amazon,144000,0,0,Male,White,Bachelor's Degree
Apple,260000,8,6,Male,Asian,Master's Degree
Google,76000,4,4,Male,Asian,Bachelor's Degree
Google,133000,1,0,Female,Asian,Bachelor's Degree
Microsoft,115000,5,2,Male,White,Master's Degree
Apple,260000,4,0,Male,White,Master's Degree
Google,220000,0,0,Female,White,Bachelor's Degree
Microsoft,165000,0,0,Male,Asian,Master's Degree
Microsoft,150000,5,2,Male,Hispanic,Bachelor's Degree
Microsoft,238000,12,4,Male,White,Master's Degree
Oracle,204000,22,22,Female,Asian,Master's Degree
Microsoft,180000,3,3,Female,Asian,Bachelor's Degree
Microsoft,179000,25,1,Male,White,Bachelor's Degree
